货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S001-FOD-01,T11,S001,1314.269539,应急食品,7200.0,,0.0
S001-FOD-02,T11,S001,1314.269539,应急食品,7200.0,,0.0
S001-FOD-03,T11,S001,1314.269539,应急食品,7200.0,,0.0
S001-HYG-01,T11,S001,1314.269539,生活卫生用品,10800.0,,0.0
S001-HYG-02,T12,S001,2809.823407,生活卫生用品,10800.0,,0.0
S001-MED-01,T11,S001,1314.269539,医疗物资,3600.0,3600.0,0.0
S001-MED-02,T12,S001,2809.823407,医疗物资,3600.0,3600.0,0.0
S001-WAT-01,T11,S001,1314.269539,饮用水,3600.0,3600.0,0.0
S001-WAT-02,T11,S001,1314.269539,饮用水,3600.0,,0.0
S001-WAT-03,T12,S001,2809.823407,饮用水,3600.0,,0.0
S001-WAT-04,T12,S001,2809.823407,饮用水,3600.0,,0.0
S001-WAT-05,T12,S001,2809.823407,饮用水,3600.0,,0.0
S001-WAT-06,T12,S001,2809.823407,饮用水,3600.0,,0.0
S001-WAT-07,T12,S001,2809.823407,饮用水,3600.0,,0.0
S001-WAT-08,T11,S001,1314.269539,饮用水,3600.0,,0.0
S002-FOD-01,T13,S002,3113.48527,应急食品,7200.0,,0.0
S002-FOD-02,T13,S002,3113.48527,应急食品,7200.0,,0.0
S002-HYG-01,T13,S002,3113.48527,生活卫生用品,10800.0,,0.0
S002-MED-01,T04,S002,1313.808991,医疗物资,3600.0,3600.0,0.0
S002-WAT-01,T13,S002,3113.48527,饮用水,3600.0,3600.0,0.0
S002-WAT-02,T13,S002,3113.48527,饮用水,3600.0,,0.0
S002-WAT-03,T04,S002,1313.808991,饮用水,3600.0,,0.0
S002-WAT-04,T13,S002,3113.48527,饮用水,3600.0,,0.0
S003-FOD-01,T14,S003,5024.729689,应急食品,10800.0,,0.0
S003-FOD-02,T14,S003,5024.729689,应急食品,10800.0,,0.0
S003-HYG-01,T14,S003,5024.729689,生活卫生用品,14400.0,,0.0
S003-MED-01,T07,S003,4217.144482,医疗物资,7200.0,7200.0,0.0
S003-WAT-01,T14,S003,5024.729689,饮用水,7200.0,7200.0,0.0
S003-WAT-02,T14,S003,5024.729689,饮用水,7200.0,,0.0
S003-WAT-03,T07,S003,4217.144482,饮用水,7200.0,,0.0
S003-WAT-04,T14,S003,5024.729689,饮用水,7200.0,,0.0
S004-FOD-01,T08,S004,4167.848425,应急食品,10800.0,,0.0
S004-HYG-01,T21,S004,5074.056337,生活卫生用品,14400.0,,0.0
S004-MED-01,T06,S004,3128.470844,医疗物资,7200.0,7200.0,0.0
S004-WAT-01,T21,S004,5074.056337,饮用水,7200.0,7200.0,0.0
S004-WAT-02,T06,S004,3128.470844,饮用水,7200.0,,0.0
S004-WAT-03,T08,S004,4167.848425,饮用水,7200.0,,0.0
S005-FOD-01,T15,S005,5107.211724,应急食品,14400.0,,0.0
S005-HYG-01,T15,S005,5107.211724,生活卫生用品,18000.0,,0.0
S005-MED-01,T15,S005,5107.211724,医疗物资,10800.0,10800.0,0.0
S005-WAT-01,T15,S005,5107.211724,饮用水,10800.0,10800.0,0.0
S005-WAT-02,T15,S005,5107.211724,饮用水,10800.0,,0.0
S005-WAT-03,T15,S005,5107.211724,饮用水,10800.0,,0.0
S006-FOD-01,T10,S006,1209.421934,应急食品,7200.0,,0.0
S006-HYG-01,T10,S006,1209.421934,生活卫生用品,10800.0,,0.0
S006-MED-01,T10,S006,1209.421934,医疗物资,3600.0,3600.0,0.0
S006-WAT-01,T10,S006,1209.421934,饮用水,3600.0,3600.0,0.0
S006-WAT-02,T10,S006,1209.421934,饮用水,3600.0,,0.0
S006-WAT-03,T10,S006,1209.421934,饮用水,3600.0,,0.0
S007-FOD-01,T01,S007,1141.352042,应急食品,7200.0,,0.0
S007-HYG-01,T14,S007,4385.466174,生活卫生用品,10800.0,,0.0
S007-MED-01,T03,S007,1141.352042,医疗物资,3600.0,3600.0,0.0
S007-WAT-01,T03,S007,1141.352042,饮用水,3600.0,3600.0,0.0
S007-WAT-02,T01,S007,1141.352042,饮用水,3600.0,,0.0
S008-FOD-01,T19,S008,3160.898801,应急食品,10800.0,,0.0
S008-HYG-01,T20,S008,4296.994275,生活卫生用品,14400.0,,0.0
S008-MED-01,T19,S008,3160.898801,医疗物资,7200.0,7200.0,0.0
S008-WAT-01,T19,S008,3160.898801,饮用水,7200.0,7200.0,0.0
S008-WAT-02,T20,S008,4296.994275,饮用水,7200.0,,0.0
S009-FOD-01,T09,S009,4821.910104,应急食品,14400.0,,0.0
S009-MED-01,T06,S009,3627.619844,医疗物资,10800.0,10800.0,0.0
S009-WAT-01,T09,S009,4821.910104,饮用水,10800.0,10800.0,0.0
S010-FOD-01,T18,S010,2595.698775,应急食品,7200.0,,0.0
S010-MED-01,T18,S010,2595.698775,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T18,S010,2595.698775,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T22,S011,5874.080229,应急食品,14400.0,,0.0
S011-MED-01,T22,S011,5874.080229,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T22,S011,5874.080229,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T02,S012,1334.475037,应急食品,7200.0,,0.0
S012-MED-01,T04,S012,1863.992671,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T02,S012,1334.475037,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T17,S013,1062.769496,应急食品,7200.0,,0.0
S013-MED-01,T17,S013,1062.769496,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T17,S013,1062.769496,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T16,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T16,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T16,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T05,S015,2985.158786,应急食品,14400.0,,0.0
S015-MED-01,T07,S015,4670.334224,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T05,S015,2985.158786,饮用水,10800.0,10800.0,0.0
