架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U01,A,A-B1,0.0,S007,1727.424085,1.970922,0.562017,2796.801665,22.0,0.055,"S007-WAT-02,S007-FOD-01"
T02,U02,A,A-B2,0.0,S012,2109.090074,3.058457,0.320343,3492.644436,22.0,0.055,"S012-WAT-01,S012-FOD-01"
T03,U03,A,A-B3,0.0,S007,1727.424085,1.905343,0.57659,2777.856509,17.0,0.039,"S007-WAT-01,S007-MED-01"
T04,U04,A,A-B4,0.0,S002-S012,2638.607707,3.593821,0.201373,4176.822772,20.0,0.051000000000000004,"S002-WAT-03,S002-MED-01,S012-MED-01"
T05,U01,A,A-B5,1727.424085,S015,3696.013488,2.557694,0.431623,4934.903002,22.0,0.055,"S015-WAT-01,S015-FOD-01"
T06,U03,A,A-B6,1727.424085,S004-S009,4190.33646,3.324988,0.261114,5650.888538,20.0,0.051000000000000004,"S004-WAT-02,S004-MED-01,S009-MED-01"
T07,U02,A,A-B3,2777.856509,S003-S015,5381.188926,3.297219,0.267285,6833.718819,20.0,0.051000000000000004,"S003-MED-01,S003-WAT-03,S015-MED-01"
T08,U04,A,A-B1,2796.801665,S004,4975.601851,3.19112,0.290862,6397.481092,22.0,0.055,"S004-WAT-03,S004-FOD-01"
T09,U01,A,A-B2,3696.013488,S009,5384.626719,2.331316,0.48193,6558.118126,22.0,0.055,"S009-FOD-01,S009-WAT-01"
T10,U07,C,C-B1,0.0,S006,1561.553868,2.597988,0.675252,3098.508915,59.0,0.156,"S006-MED-01,S006-HYG-01,S006-WAT-02,S006-WAT-03,S006-FOD-01,S006-WAT-01"
T11,U08,C,C-B2,0.0,S001,1626.169077,2.881077,0.639865,3239.794123,75.0,0.212,"S001-FOD-01,S001-FOD-02,S001-WAT-02,S001-MED-01,S001-WAT-01,S001-FOD-03,S001-HYG-01,S001-WAT-08"
T12,U07,C,C-B3,1561.553868,S001,3121.722945,3.037697,0.620288,4777.765772,79.0,0.182,"S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-HYG-02,S001-MED-02,S001-WAT-06,S001-WAT-05"
T13,U08,C,C-B4,1626.169077,S002,3733.981462,6.105656,0.236793,6220.929928,64.0,0.17200000000000001,"S002-HYG-01,S002-WAT-04,S002-FOD-01,S002-WAT-01,S002-WAT-02,S002-FOD-02"
T14,U07,C,C-B1,3121.722945,S007-S003,5815.315364,6.392209,0.200974,8379.872069,70.0,0.20700000000000002,"S007-HYG-01,S003-WAT-02,S003-FOD-02,S003-HYG-01,S003-WAT-01,S003-WAT-04,S003-FOD-01"
T15,U08,C,C-B2,3733.981462,S005,5611.171987,4.222193,0.472226,7588.015886,59.0,0.156,"S005-HYG-01,S005-FOD-01,S005-WAT-01,S005-WAT-03,S005-WAT-02,S005-MED-01"
T16,U05,B,B-B1,0.0,S014,1869.756416,2.140388,0.464903,3463.924759,25.0,0.067,"S014-MED-01,S014-WAT-01,S014-FOD-01"
T17,U06,B,B-B2,0.0,S013,1510.472325,1.824759,0.54381,2967.86801,25.0,0.067,"S013-MED-01,S013-FOD-01,S013-WAT-01"
T18,U06,B,B-B3,1510.472325,S010,3065.851891,1.823196,0.544201,4522.570027,25.0,0.067,"S010-MED-01,S010-WAT-01,S010-FOD-01"
T19,U05,B,B-B4,1869.756416,S008,3831.587852,2.975217,0.256196,5787.515013,25.0,0.067,"S008-MED-01,S008-FOD-01,S008-WAT-01"
T20,U06,B,B-B2,3065.851891,S008,4967.683327,2.763441,0.30914,6831.841204,20.0,0.062,"S008-HYG-01,S008-WAT-02"
T21,U05,B,B-B1,3831.587852,S004,5753.231489,2.668368,0.332908,7576.191171,20.0,0.062,"S004-WAT-01,S004-HYG-01"
T22,U06,B,B-B3,4967.683327,S011,6156.103799,1.073952,0.731512,7288.149564,25.0,0.067,"S011-WAT-01,S011-FOD-01,S011-MED-01"
