架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U07,C,C-B1,0.0,S002,2107.8123848059495,5.853071690112539,0.2683660387359327,4526.352634211429,59.0,0.156,"S002-HYG-01,S002-WAT-04,S002-WAT-02,S002-FOD-02,S002-MED-01,S002-WAT-01"
T02,U05,B,B-B1,0.0,S015,1828.2766374055136,2.307452824226977,0.42313679394325576,3494.8395279038705,25.0,0.067,"S015-FOD-01,S015-WAT-01,S015-MED-01"
T03,U06,B,B-B2,0.0,S013,1510.4723250729799,1.824759272250453,0.5438101819373867,2967.8680097148426,25.0,0.067,"S013-MED-01,S013-FOD-01,S013-WAT-01"
T04,U01,A,A-B1,0.0,S001,1250.8995020717075,1.2403249887538434,0.7243722247213682,2109.2156099339286,17.0,0.039,"S001-WAT-07,S001-MED-02"
T05,U08,C,C-B2,0.0,S001,1494.1690773246835,2.8127063028630506,0.6484117121421187,3089.277034350093,73.0,0.147,"S001-WAT-04,S001-WAT-03,S001-WAT-08,S001-WAT-06,S001-WAT-05,S001-MED-01"
T06,U02,A,A-B2,0.0,S002,2003.737981922964,3.0186909346307234,0.32917979230428374,3375.804251927395,22.0,0.055,"S002-FOD-01,S002-WAT-03"
T07,U06,B,B-B3,1510.4723250729799,S010,3065.8518908684655,1.823195697994833,0.5442010755012918,4522.570026666226,25.0,0.067,"S010-FOD-01,S010-WAT-01,S010-MED-01"
T08,U08,C,C-B3,1494.1690773246835,S006,3055.7229452612437,2.597987864766336,0.6752515169042079,4592.677991968793,59.0,0.156,"S006-HYG-01,S006-FOD-01,S006-WAT-02,S006-WAT-03,S006-WAT-01,S006-MED-01"
T09,U03,A,A-B3,0.0,S007,1727.4240845067302,1.9709223947656627,0.5620172456076304,2796.8016652168108,22.0,0.055,"S007-WAT-02,S007-FOD-01"
T10,U04,A,A-B4,0.0,S007,1727.4240845067302,1.9053430083441203,0.5765904425901955,2777.8565091394757,17.0,0.039,"S007-MED-01,S007-WAT-01"
T11,U01,A,A-B5,1250.8995020717075,S004,3429.6996874375664,3.1911204497494783,0.29086212227789376,4851.578928476305,22.0,0.055,"S004-FOD-01,S004-WAT-01"
T12,U05,B,B-B4,1828.2766374055136,S014,3698.0330537445307,2.1403884819942327,0.4649028795014418,5292.201395942032,25.0,0.067,"S014-FOD-01,S014-MED-01,S014-WAT-01"
T13,U07,C,C-B4,2107.8123848059495,S001-S004,4696.302132607019,5.960776697412526,0.25490291282343425,7144.012488156245,65.0,0.155,"S001-WAT-02,S001-WAT-01,S004-MED-01,S004-WAT-02,S004-WAT-03,S004-HYG-01"
T14,U03,A,A-B6,1727.4240845067302,S012,3836.514158109943,2.865966212474537,0.36311861945010293,5164.459952824809,11.0,0.04,"S012-FOD-01,S012-MED-01"
T15,U02,A,A-B1,2109.2156099339286,S012,4158.305683537141,2.9084381170186355,0.3536804184403032,5498.521139564747,14.0,0.027,S012-WAT-01
T16,U06,B,B-B2,3065.8518908684655,S003,5146.375194366841,2.779917467852167,0.30502063303695826,7017.672763769447,25.0,0.067,"S003-FOD-02,S003-WAT-02,S003-MED-01"
T17,U08,C,C-B2,3089.277034350093,S005,4966.467558875469,4.222192859504679,0.47222589256191516,6943.311458324653,59.0,0.156,"S005-WAT-01,S005-WAT-03,S005-HYG-01,S005-WAT-02,S005-MED-01,S005-FOD-01"
T18,U05,B,B-B1,3698.0330537445307,S011,4886.453525976058,1.0739517654257942,0.7315120586435515,6018.499290993902,25.0,0.067,"S011-MED-01,S011-FOD-01,S011-WAT-01"
T19,U05,B,B-B3,4886.453525976058,S008,6848.284961632391,2.975216526357531,0.25619586841061726,8804.212123053989,25.0,0.067,"S008-MED-01,S008-WAT-02,S008-FOD-01"
T20,U07,C,C-B1,4696.302132607019,S007-S003,7323.894550954208,5.949636335844119,0.25629545801948517,9768.587725245325,62.0,0.179,"S007-HYG-01,S003-WAT-04,S003-WAT-03,S003-HYG-01,S003-WAT-01,S003-FOD-01"
T21,U06,B,B-B4,5292.201395942032,S008,7194.032831598365,2.763441255255242,0.3091396861861895,9058.190708875636,20.0,0.062,"S008-HYG-01,S008-WAT-01"
T22,U08,C,C-B3,4966.467558875469,S001-S009,7201.188722177376,4.248729581858633,0.46890880226767084,9185.219650597423,61.0,0.221,"S001-FOD-01,S001-FOD-03,S001-HYG-01,S001-FOD-02,S001-HYG-02,S009-MED-01,S009-WAT-01,S009-FOD-01"
