架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U05,B,B-B1,0.0,S010,1555.3795657954859,1.823195697994833,0.5442010755012918,3012.0977015932467,25.0,0.067,"S010-FOD-01,S010-WAT-01,S010-MED-01"
T02,U07,C,C-B1,0.0,S002,2107.8123848059495,5.853071690112539,0.2683660387359327,4526.352634211429,59.0,0.156,"S002-HYG-01,S002-WAT-04,S002-WAT-03,S002-FOD-01,S002-WAT-01,S002-MED-01"
T03,U06,B,B-B2,0.0,S001,1209.1002072888764,1.1550313583992438,0.7112421604001891,2376.2804625952153,25.0,0.067,"S001-WAT-08,S001-FOD-02,S001-MED-01"
T04,U01,A,A-B1,0.0,S012,2049.0900736032127,2.9084381170186355,0.3536804184403032,3389.3055296308185,14.0,0.027,S012-WAT-01
T05,U08,C,C-B2,0.0,S001,1494.1690773246835,2.6385625590417376,0.6701796801197828,3042.113103731821,67.0,0.148,"S001-MED-02,S001-FOD-01,S001-WAT-01,S001-WAT-06,S001-WAT-05,S001-WAT-07"
T06,U02,A,A-B2,0.0,S007,1727.4240845067302,1.9053430083441203,0.5765904425901955,2777.8565091394757,17.0,0.039,"S007-MED-01,S007-WAT-02"
T07,U03,A,A-B3,0.0,S012,2109.0900736032127,2.865966212474537,0.36311861945010293,3437.035868318079,11.0,0.04,"S012-FOD-01,S012-MED-01"
T08,U06,B,B-B3,1209.1002072888764,S014,3078.856623627893,2.1403884819942327,0.4649028795014418,4673.024965825394,25.0,0.067,"S014-WAT-01,S014-MED-01,S014-FOD-01"
T09,U05,B,B-B4,1555.3795657954859,S013,3065.8518908684655,1.824759272250453,0.5438101819373867,4523.247575510329,25.0,0.067,"S013-WAT-01,S013-FOD-01,S013-MED-01"
T10,U08,C,C-B3,1494.1690773246835,S006,3055.7229452612437,2.597987864766336,0.6752515169042079,4592.677991968793,59.0,0.156,"S006-HYG-01,S006-MED-01,S006-FOD-01,S006-WAT-02,S006-WAT-01,S006-WAT-03"
T11,U04,A,A-B4,0.0,S002,2003.737981922964,3.0186909346307234,0.32917979230428374,3375.804251927395,22.0,0.055,"S002-FOD-02,S002-WAT-02"
T12,U02,A,A-B5,1727.4240845067302,S015,3696.0134876275542,2.5576944734703684,0.4316234503399181,4934.903002185661,22.0,0.055,"S015-WAT-01,S015-FOD-01"
T13,U05,B,B-B1,3065.8518908684655,S003-S015,5404.36882218469,2.9871569063399717,0.2532107734150071,7365.4701482653445,25.0,0.067,"S003-WAT-01,S003-FOD-01,S015-MED-01"
T14,U06,B,B-B2,3078.856623627893,S008,4980.688059284226,2.763441255255242,0.3091396861861895,6844.845936561498,20.0,0.062,"S008-HYG-01,S008-WAT-01"
T15,U07,C,C-B4,2107.8123848059495,S001-S004,4828.302132607019,6.167725502459469,0.22903431219256642,7332.0611228564585,79.0,0.218,"S001-WAT-04,S001-FOD-03,S001-HYG-01,S001-HYG-02,S001-WAT-03,S001-WAT-02,S004-WAT-01,S004-MED-01"
T16,U06,B,B-B3,4980.688059284226,S008,6942.5194949405595,2.975216526357531,0.25619586841061726,8898.446656362157,25.0,0.067,"S008-WAT-02,S008-MED-01,S008-FOD-01"
T17,U08,C,C-B2,3055.7229452612437,S011-S004,5677.465814463658,6.130856143371695,0.23364298207853818,8171.239353293492,67.0,0.184,"S011-FOD-01,S011-MED-01,S011-WAT-01,S004-WAT-03,S004-WAT-02,S004-HYG-01,S004-FOD-01"
T18,U05,B,B-B4,5404.36882218469,S009,6962.810555264993,2.0962337344036612,0.4759415663990847,8537.84517350658,25.0,0.067,"S009-WAT-01,S009-MED-01,S009-FOD-01"
T19,U04,A,A-B6,2003.737981922964,S007,3731.1620664296943,1.9709223947656627,0.5620172456076304,4800.539647139774,22.0,0.055,"S007-WAT-01,S007-FOD-01"
T20,U07,C,C-B1,4828.302132607019,S007-S003,7521.894550954208,6.100851152102096,0.23739360598723802,10007.54173798186,65.0,0.191,"S007-HYG-01,S003-MED-01,S003-HYG-01,S003-WAT-04,S003-WAT-03,S003-WAT-02,S003-FOD-02"
T21,U08,C,C-B3,5677.465814463658,S005,7554.656338989034,4.222192859504679,0.47222589256191516,9531.500238438219,59.0,0.156,"S005-MED-01,S005-WAT-02,S005-HYG-01,S005-WAT-03,S005-FOD-01,S005-WAT-01"
