货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S001-FOD-01,T09,S001,1380.2695386623404,应急食品,7200.0,,10.0,0.0
S001-FOD-02,T09,S001,1380.2695386623404,应急食品,7200.0,,10.0,0.0
S001-FOD-03,T08,S001,908.5730843691855,应急食品,7200.0,,10.0,0.0
S001-HYG-01,T09,S001,1380.2695386623404,生活卫生用品,10800.0,,8.0,0.0
S001-HYG-02,T09,S001,1380.2695386623404,生活卫生用品,10800.0,,8.0,0.0
S001-MED-01,T09,S001,1380.2695386623404,医疗物资,3600.0,3600.0,24.0,0.0
S001-MED-02,T09,S001,1380.2695386623404,医疗物资,3600.0,3600.0,24.0,0.0
S001-WAT-01,T09,S001,1380.2695386623404,饮用水,3600.0,3600.0,12.0,0.0
S001-WAT-02,T09,S001,1380.2695386623404,饮用水,3600.0,,12.0,0.0
S001-WAT-03,T11,S001,1945.121865657758,饮用水,3600.0,,12.0,0.0
S001-WAT-04,T17,S001,3361.2909429824417,饮用水,3600.0,,12.0,0.0
S001-WAT-05,T08,S001,908.5730843691855,饮用水,3600.0,,12.0,0.0
S001-WAT-06,T17,S001,3361.2909429824417,饮用水,3600.0,,12.0,0.0
S001-WAT-07,T09,S001,1380.2695386623404,饮用水,3600.0,,12.0,0.0
S001-WAT-08,T17,S001,3361.2909429824417,饮用水,3600.0,,12.0,0.0
S002-FOD-01,T12,S002,3179.485269727661,应急食品,7200.0,,10.0,0.0
S002-FOD-02,T15,S002,2534.7084930331935,应急食品,7200.0,,10.0,0.0
S002-HYG-01,T12,S002,3179.485269727661,生活卫生用品,10800.0,,8.0,0.0
S002-MED-01,T12,S002,3179.485269727661,医疗物资,3600.0,3600.0,24.0,0.0
S002-WAT-01,T12,S002,3179.485269727661,饮用水,3600.0,3600.0,12.0,0.0
S002-WAT-02,T15,S002,2534.7084930331935,饮用水,3600.0,,12.0,0.0
S002-WAT-03,T12,S002,3179.485269727661,饮用水,3600.0,,12.0,0.0
S002-WAT-04,T12,S002,3179.485269727661,饮用水,3600.0,,12.0,0.0
S003-FOD-01,T19,S003,5702.988205698036,应急食品,10800.0,,8.0,0.0
S003-FOD-02,T19,S003,5702.988205698036,应急食品,10800.0,,8.0,0.0
S003-HYG-01,T19,S003,5702.988205698036,生活卫生用品,14400.0,,6.0,0.0
S003-MED-01,T21,S003,4217.144481825635,医疗物资,7200.0,7200.0,20.0,0.0
S003-WAT-01,T19,S003,5702.988205698036,饮用水,7200.0,7200.0,10.0,0.0
S003-WAT-02,T21,S003,4217.144481825635,饮用水,7200.0,,10.0,0.0
S003-WAT-03,T19,S003,5702.988205698036,饮用水,7200.0,,10.0,0.0
S003-WAT-04,T19,S003,5702.988205698036,饮用水,7200.0,,10.0,0.0
S004-FOD-01,T17,S004,4193.952805880106,应急食品,10800.0,,8.0,0.0
S004-HYG-01,T17,S004,4193.952805880106,生活卫生用品,14400.0,,6.0,0.0
S004-MED-01,T17,S004,4193.952805880106,医疗物资,7200.0,7200.0,20.0,0.0
S004-WAT-01,T13,S004,5948.099958881126,饮用水,7200.0,7200.0,10.0,0.0
S004-WAT-02,T17,S004,4193.952805880106,饮用水,7200.0,,10.0,0.0
S004-WAT-03,T13,S004,5948.099958881126,饮用水,7200.0,,10.0,0.0
S005-FOD-01,T20,S005,6284.74141438386,应急食品,14400.0,,6.0,0.0
S005-HYG-01,T20,S005,6284.74141438386,生活卫生用品,18000.0,,4.0,0.0
S005-MED-01,T20,S005,6284.74141438386,医疗物资,10800.0,10800.0,16.0,0.0
S005-WAT-01,T20,S005,6284.74141438386,饮用水,10800.0,10800.0,8.0,0.0
S005-WAT-02,T20,S005,6284.74141438386,饮用水,10800.0,,8.0,0.0
S005-WAT-03,T20,S005,6284.74141438386,饮用水,10800.0,,8.0,0.0
S006-FOD-01,T11,S006,1239.4219339682802,应急食品,7200.0,,10.0,0.0
S006-HYG-01,T11,S006,1239.4219339682802,生活卫生用品,10800.0,,8.0,0.0
S006-MED-01,T11,S006,1239.4219339682802,医疗物资,3600.0,3600.0,24.0,0.0
S006-WAT-01,T11,S006,1239.4219339682802,饮用水,3600.0,3600.0,12.0,0.0
S006-WAT-02,T11,S006,1239.4219339682802,饮用水,3600.0,,12.0,0.0
S006-WAT-03,T11,S006,1239.4219339682802,饮用水,3600.0,,12.0,0.0
S007-FOD-01,T16,S007,2868.7761267600963,应急食品,7200.0,,10.0,0.0
S007-HYG-01,T19,S007,5063.724690781959,生活卫生用品,10800.0,,8.0,0.0
S007-MED-01,T05,S007,1141.352042253366,医疗物资,3600.0,3600.0,24.0,0.0
S007-WAT-01,T05,S007,1141.352042253366,饮用水,3600.0,3600.0,12.0,0.0
S007-WAT-02,T16,S007,2868.7761267600963,饮用水,3600.0,,12.0,0.0
