架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U01,A,A-B1,0.0,S004,2178.800185365859,3.1911204497494783,0.29086212227789376,3600.679426404597,22.0,0.055,"S004-WAT-03,S004-FOD-01"
T02,U05,B,B-B1,0.0,S001,1149.1002072888764,1.2204176159531197,0.69489559601172,2344.6145075352283,28.0,0.054,"S001-WAT-08,S001-WAT-02"
T03,U02,A,A-B2,0.0,S007,1727.4240845067302,1.9053430083441203,0.5765904425901955,2777.8565091394757,17.0,0.039,"S007-WAT-02,S007-MED-01"
T04,U03,A,A-B3,0.0,S011,1222.0229466533417,1.1520174937324372,0.7439961125039029,2054.828000398268,17.0,0.039,"S011-WAT-01,S011-MED-01"
T05,U06,B,B-B2,0.0,S013,1510.4723250729799,1.824759272250453,0.5438101819373867,2967.8680097148426,25.0,0.067,"S013-FOD-01,S013-MED-01,S013-WAT-01"
T06,U04,A,A-B4,0.0,S015,1968.5894031208238,2.5576944734703684,0.4316234503399181,3207.47891767893,22.0,0.055,"S015-WAT-01,S015-FOD-01"
T07,U07,C,C-B1,0.0,S001,1626.1690773246835,3.0376965922084818,0.6202879259739398,3282.211904381147,79.0,0.218,"S001-FOD-02,S001-WAT-01,S001-WAT-03,S001-MED-02,S001-WAT-07,S001-WAT-06,S001-HYG-02,S001-HYG-01"
T08,U05,B,B-B3,1149.1002072888764,S010,2704.479773084362,1.823195697994833,0.5442010755012918,4161.197908882123,25.0,0.067,"S010-MED-01,S010-FOD-01,S010-WAT-01"
T09,U06,B,B-B4,1510.4723250729799,S014,3380.2287414119965,2.1403884819942327,0.4649028795014418,4974.397083609498,25.0,0.067,"S014-WAT-01,S014-MED-01,S014-FOD-01"
T10,U08,C,C-B2,0.0,S006,1561.5538679365604,2.597987864766336,0.6752515169042079,3098.5089146441096,59.0,0.156,"S006-FOD-01,S006-WAT-02,S006-HYG-01,S006-WAT-03,S006-MED-01,S006-WAT-01"
T11,U03,A,A-B5,1222.0229466533417,S012,3331.1130202565546,2.9580202317854756,0.3426621707143388,4685.652198327914,17.0,0.039,"S012-MED-01,S012-WAT-01"
T12,U02,A,A-B6,1727.4240845067302,S002,3731.1620664296943,3.0186909346307234,0.32917979230428374,5103.228336434126,22.0,0.055,"S002-WAT-01,S002-FOD-02"
T13,U05,B,B-B1,2704.479773084362,S009,4262.9215061646655,2.0962337344036612,0.4759415663990847,5837.956124406252,25.0,0.067,"S009-WAT-01,S009-MED-01,S009-FOD-01"
T14,U04,A,A-B3,2054.828000398268,S007,3782.2520849049984,1.9709223947656627,0.5620172456076304,4851.629665615079,22.0,0.055,"S007-FOD-01,S007-WAT-01"
T15,U01,A,A-B2,2777.8565091394757,S005-S015,5339.323072806513,3.082995134545524,0.3148899701009946,6729.9661116752195,20.0,0.051000000000000004,"S005-WAT-02,S005-MED-01,S015-MED-01"
T16,U03,A,A-B4,3331.1130202565546,S011-S012,5849.9285208139245,3.3341603645779507,0.2590754745382332,7313.1304039142215,16.0,0.056,"S011-FOD-01,S012-FOD-01"
T17,U08,C,C-B3,1561.5538679365604,S001-S004,4216.043615737631,6.036549699049223,0.24543128761884714,6684.275825896795,68.0,0.167,"S001-WAT-04,S001-WAT-05,S001-MED-01,S004-HYG-01,S004-MED-01,S004-WAT-01,S004-WAT-02"
T18,U02,A,A-B1,3731.1620664296943,S003,5993.791345135346,3.0835927684021023,0.31475716257731057,7384.607033784842,22.0,0.055,"S003-WAT-03,S003-FOD-02"
T19,U06,B,B-B2,3380.2287414119965,S008,5282.06017706833,2.763441255255242,0.3091396861861895,7146.218054345602,20.0,0.062,"S008-HYG-01,S008-WAT-02"
T20,U07,C,C-B4,1626.1690773246835,S002,3733.981462130633,5.853071690112539,0.2683660387359327,6152.521711536112,59.0,0.156,"S002-MED-01,S002-HYG-01,S002-WAT-02,S002-WAT-04,S002-WAT-03,S002-FOD-01"
T21,U07,C,C-B1,3733.981462130633,S007-S003,6427.573880477822,6.100851152102096,0.23739360598723802,8913.221067505474,65.0,0.191,"S007-HYG-01,S003-MED-01,S003-FOD-01,S003-WAT-02,S003-WAT-01,S003-HYG-01,S003-WAT-04"
T22,U08,C,C-B2,4216.043615737631,S001-S005,6390.900301924575,4.326460319117356,0.45919246011033055,8395.983305018859,58.0,0.17300000000000001,"S001-FOD-03,S001-FOD-01,S005-WAT-03,S005-FOD-01,S005-WAT-01,S005-HYG-01"
T23,U05,B,B-B3,4262.9215061646655,S008,6224.752941820999,2.975216526357531,0.25619586841061726,8180.680103242596,25.0,0.067,"S008-FOD-01,S008-WAT-01,S008-MED-01"
