架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U05,B,B-B1,0.0,S011,1188.4204722315276,1.0739517654257942,0.7315120586435515,2320.4662372493717,25.0,0.067,"S011-FOD-01,S011-MED-01,S011-WAT-01"
T02,U06,B,B-B2,0.0,S013,1510.4723250729799,1.824759272250453,0.5438101819373867,2967.8680097148426,25.0,0.067,"S013-MED-01,S013-FOD-01,S013-WAT-01"
T03,U05,B,B-B3,1188.4204722315276,S010,2743.800038027013,1.823195697994833,0.5442010755012918,4200.518173824774,25.0,0.067,"S010-FOD-01,S010-MED-01,S010-WAT-01"
T04,U06,B,B-B4,1510.4723250729799,S014,3380.2287414119965,2.1403884819942327,0.4649028795014418,4974.397083609498,25.0,0.067,"S014-WAT-01,S014-MED-01,S014-FOD-01"
T05,U01,A,A-B1,0.0,S007,1727.4240845067302,1.9053430083441203,0.5765904425901955,2777.8565091394757,17.0,0.039,"S007-MED-01,S007-WAT-01"
T06,U05,B,B-B1,2743.800038027013,S008,4705.6314736833465,2.975216526357531,0.25619586841061726,6661.558635104943,25.0,0.067,"S008-MED-01,S008-WAT-02,S008-FOD-01"
T07,U02,A,A-B2,0.0,S015,1968.5894031208238,2.5576944734703684,0.4316234503399181,3207.47891767893,22.0,0.055,"S015-WAT-01,S015-FOD-01"
T08,U03,A,A-B3,0.0,S001,1250.8995020717075,1.2823460485393863,0.715034211435692,2121.355027205308,22.0,0.055,"S001-FOD-03,S001-WAT-05"
T09,U07,C,C-B1,0.0,S001,1692.1690773246835,2.9175823075508234,0.6353022115561471,3315.680952286365,76.0,0.231,"S001-FOD-02,S001-WAT-07,S001-WAT-02,S001-HYG-02,S001-WAT-01,S001-FOD-01,S001-MED-01,S001-HYG-01,S001-MED-02"
T10,U06,B,B-B2,3380.2287414119965,S008,5282.06017706833,2.763441255255242,0.3091396861861895,7146.218054345602,20.0,0.062,"S008-HYG-01,S008-WAT-01"
T11,U08,C,C-B2,0.0,S006-S001,2257.0214043201013,4.661292013673047,0.4173384982908691,4352.787991356552,73.0,0.183,"S006-HYG-01,S006-WAT-01,S006-WAT-02,S006-MED-01,S006-WAT-03,S006-FOD-01,S001-WAT-03"
T12,U07,C,C-B3,1692.1690773246835,S002,3799.981462130633,5.853071690112539,0.2683660387359327,6218.521711536112,59.0,0.156,"S002-HYG-01,S002-WAT-01,S002-FOD-01,S002-WAT-04,S002-WAT-03,S002-MED-01"
T13,U05,B,B-B3,4705.6314736833465,S004,6627.275110745565,3.0353577558061744,0.2411605610484564,8609.263471594906,28.0,0.054,"S004-WAT-03,S004-WAT-01"
T14,U04,A,A-B4,0.0,S012,2109.0900736032127,2.865966212474537,0.36311861945010293,3437.035868318079,11.0,0.04,"S012-MED-01,S012-FOD-01"
T15,U03,A,A-B5,1250.8995020717075,S002,3254.6374839946716,3.0186909346307234,0.32917979230428374,4626.703753999102,22.0,0.055,"S002-WAT-02,S002-FOD-02"
T16,U01,A,A-B6,1727.4240845067302,S007,3454.8481690134604,1.9709223947656627,0.5620172456076304,4524.2257497235405,22.0,0.055,"S007-FOD-01,S007-WAT-02"
T17,U08,C,C-B4,2257.0214043201013,S001-S004,4911.511152121171,6.09654897940786,0.2379313775740175,7395.993167377466,73.0,0.183,"S001-WAT-08,S001-WAT-06,S001-WAT-04,S004-WAT-02,S004-MED-01,S004-FOD-01,S004-HYG-01"
T18,U02,A,A-B3,2121.355027205308,S012,4170.445100808521,2.9084381170186355,0.3536804184403032,5510.6605568361265,14.0,0.027,S012-WAT-01
T19,U07,C,C-B1,3799.981462130633,S007-S003,6493.573880477822,6.392209374907111,0.20097382813661113,9058.130586181831,70.0,0.20700000000000002,"S007-HYG-01,S003-FOD-01,S003-FOD-02,S003-HYG-01,S003-WAT-03,S003-WAT-04,S003-WAT-01"
T20,U08,C,C-B2,4911.511152121171,S005,6788.701676646548,4.222192859504679,0.47222589256191516,8765.545576095732,59.0,0.156,"S005-WAT-01,S005-MED-01,S005-WAT-02,S005-FOD-01,S005-HYG-01,S005-WAT-03"
T21,U04,A,A-B1,2777.8565091394757,S003-S015,5381.188925929613,3.297218858919096,0.2672846980179787,6833.7188185062405,20.0,0.051000000000000004,"S003-MED-01,S003-WAT-02,S015-MED-01"
T22,U06,B,B-B4,5282.06017706833,S009,6840.501910148633,2.0962337344036612,0.4759415663990847,8415.53652839022,25.0,0.067,"S009-MED-01,S009-WAT-01,S009-FOD-01"
