架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U07,C,C-B1,0.0,S006,1561.5538679365604,2.597987864766336,0.6752515169042079,3098.5089146441096,59.0,0.156,"S006-FOD-01,S006-MED-01,S006-WAT-01,S006-WAT-02,S006-WAT-03,S006-HYG-01"
T02,U08,C,C-B2,0.0,S001,1494.1690773246835,2.6385625590417376,0.6701796801197828,3042.113103731821,67.0,0.148,"S001-WAT-05,S001-WAT-06,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-MED-02"
T03,U08,C,C-B3,1494.1690773246835,S002,3601.981462130633,5.853071690112539,0.2683660387359327,6020.521711536112,59.0,0.156,"S002-HYG-01,S002-WAT-03,S002-FOD-02,S002-MED-01,S002-WAT-04,S002-WAT-02"
T04,U01,A,A-B1,0.0,S002,2003.737981922964,3.0186909346307234,0.32917979230428374,3375.804251927395,22.0,0.055,"S002-FOD-01,S002-WAT-01"
T05,U05,B,B-B1,0.0,S010,1555.3795657954859,1.823195697994833,0.5442010755012918,3012.0977015932467,25.0,0.067,"S010-WAT-01,S010-FOD-01,S010-MED-01"
T06,U07,C,C-B4,1561.5538679365604,S001,3121.7229452612437,2.5890101393893334,0.6763737325763333,4656.246524679189,65.0,0.191,"S001-FOD-01,S001-HYG-02,S001-HYG-01,S001-WAT-02,S001-MED-01,S001-WAT-01,S001-WAT-04"
T07,U06,B,B-B2,0.0,S013,1510.4723250729799,1.824759272250453,0.5438101819373867,2967.8680097148426,25.0,0.067,"S013-WAT-01,S013-FOD-01,S013-MED-01"
T08,U07,C,C-B1,3121.7229452612437,S004,5422.779637743384,6.152932018901058,0.2308834976373677,7922.532059529088,59.0,0.156,"S004-WAT-02,S004-WAT-01,S004-FOD-01,S004-WAT-03,S004-MED-01,S004-HYG-01"
T09,U08,C,C-B2,3601.981462130633,S015-S003,6263.965436496995,6.017087155354725,0.2478641055806594,8726.926541072233,53.0,0.121,"S015-MED-01,S015-FOD-01,S015-WAT-01,S003-WAT-02,S003-WAT-03"
T10,U07,C,C-B4,5422.779637743384,S003-S007,8116.372056090567,5.913114820515394,0.2608606474355758,10551.17398664682,59.0,0.192,"S003-WAT-01,S003-MED-01,S003-FOD-01,S003-FOD-02,S003-HYG-01,S003-WAT-04,S007-HYG-01"
T11,U02,A,A-B2,0.0,S007,1727.4240845067302,1.9709223947656627,0.5620172456076304,2796.8016652168108,22.0,0.055,"S007-WAT-02,S007-FOD-01"
T12,U06,B,B-B3,1510.4723250729799,S014,3380.2287414119965,2.1403884819942327,0.4649028795014418,4974.397083609498,25.0,0.067,"S014-WAT-01,S014-MED-01,S014-FOD-01"
T13,U05,B,B-B4,1555.3795657954859,S012,3478.119916507483,2.752414298716089,0.3118964253209777,5337.499445951122,25.0,0.067,"S012-WAT-01,S012-MED-01,S012-FOD-01"
T14,U06,B,B-B1,3380.2287414119965,S008,5342.06017706833,2.975216526357531,0.25619586841061726,7297.9873384899265,25.0,0.067,"S008-MED-01,S008-FOD-01,S008-WAT-02"
T15,U03,A,A-B3,0.0,S007,1727.4240845067302,1.9053430083441203,0.5765904425901955,2777.8565091394757,17.0,0.039,"S007-WAT-01,S007-MED-01"
T16,U05,B,B-B2,3478.119916507483,S008,5379.951352163816,2.763441255255242,0.3091396861861895,7244.109229441088,20.0,0.062,"S008-WAT-01,S008-HYG-01"
T17,U06,B,B-B3,5342.06017706833,S011,6530.480649299858,1.0739517654257942,0.7315120586435515,7662.526414317702,25.0,0.067,"S011-WAT-01,S011-FOD-01,S011-MED-01"
T18,U04,A,A-B4,0.0,S001,1250.8995020717075,1.2823460485393863,0.715034211435692,2121.355027205308,22.0,0.055,"S001-WAT-08,S001-FOD-02"
T19,U08,C,C-B3,6263.965436496995,S005,8141.15596102237,4.222192859504679,0.47222589256191516,10117.999860471555,59.0,0.156,"S005-HYG-01,S005-WAT-01,S005-FOD-01,S005-MED-01,S005-WAT-02,S005-WAT-03"
T20,U05,B,B-B4,5379.951352163816,S009,6938.39308524412,2.0962337344036612,0.4759415663990847,8513.427703485706,25.0,0.067,"S009-MED-01,S009-WAT-01,S009-FOD-01"
