货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S001-FOD-01,T05,S001,1182.2695386623404,应急食品,7200.0,,10.0,0.0
S001-FOD-02,T03,S001,917.6734369777703,应急食品,7200.0,,10.0,0.0
S001-FOD-03,T15,S001,3350.08192346829,应急食品,7200.0,,10.0,0.0
S001-HYG-01,T15,S001,3350.08192346829,生活卫生用品,10800.0,,8.0,0.0
S001-HYG-02,T15,S001,3350.08192346829,生活卫生用品,10800.0,,8.0,0.0
S001-MED-01,T03,S001,917.6734369777703,医疗物资,3600.0,3600.0,24.0,0.0
S001-MED-02,T05,S001,1182.2695386623404,医疗物资,3600.0,3600.0,24.0,0.0
S001-WAT-01,T05,S001,1182.2695386623404,饮用水,3600.0,3600.0,12.0,0.0
S001-WAT-02,T15,S001,3350.08192346829,饮用水,3600.0,,12.0,0.0
S001-WAT-03,T15,S001,3350.08192346829,饮用水,3600.0,,12.0,0.0
S001-WAT-04,T15,S001,3350.08192346829,饮用水,3600.0,,12.0,0.0
S001-WAT-05,T05,S001,1182.2695386623404,饮用水,3600.0,,12.0,0.0
S001-WAT-06,T05,S001,1182.2695386623404,饮用水,3600.0,,12.0,0.0
S001-WAT-07,T05,S001,1182.2695386623404,饮用水,3600.0,,12.0,0.0
S001-WAT-08,T03,S001,917.6734369777703,饮用水,3600.0,,12.0,0.0
S002-FOD-01,T02,S002,1487.3161924029778,应急食品,7200.0,,10.0,0.0
S002-FOD-02,T11,S002,1283.808990961486,应急食品,7200.0,,10.0,0.0
S002-HYG-01,T02,S002,1487.3161924029778,生活卫生用品,10800.0,,8.0,0.0
S002-MED-01,T02,S002,1487.3161924029778,医疗物资,3600.0,3600.0,24.0,0.0
S002-WAT-01,T02,S002,1487.3161924029778,饮用水,3600.0,3600.0,12.0,0.0
S002-WAT-02,T11,S002,1283.808990961486,饮用水,3600.0,,12.0,0.0
S002-WAT-03,T02,S002,1487.3161924029778,饮用水,3600.0,,12.0,0.0
S002-WAT-04,T02,S002,1487.3161924029778,饮用水,3600.0,,12.0,0.0
S003-FOD-01,T13,S003,4384.086875950987,应急食品,10800.0,,8.0,0.0
S003-FOD-02,T20,S003,6731.308876174422,应急食品,10800.0,,8.0,0.0
S003-HYG-01,T20,S003,6731.308876174422,生活卫生用品,14400.0,,6.0,0.0
S003-MED-01,T20,S003,6731.308876174422,医疗物资,7200.0,7200.0,20.0,0.0
S003-WAT-01,T13,S003,4384.086875950987,饮用水,7200.0,7200.0,10.0,0.0
S003-WAT-02,T20,S003,6731.308876174422,饮用水,7200.0,,10.0,0.0
S003-WAT-03,T20,S003,6731.308876174422,饮用水,7200.0,,10.0,0.0
S003-WAT-04,T20,S003,6731.308876174422,饮用水,7200.0,,10.0,0.0
S004-FOD-01,T17,S004,4959.907468222591,应急食品,10800.0,,8.0,0.0
S004-HYG-01,T17,S004,4959.907468222591,生活卫生用品,14400.0,,6.0,0.0
S004-MED-01,T15,S004,4110.743786365954,医疗物资,7200.0,7200.0,20.0,0.0
S004-WAT-01,T15,S004,4110.743786365954,饮用水,7200.0,7200.0,10.0,0.0
S004-WAT-02,T17,S004,4959.907468222591,饮用水,7200.0,,10.0,0.0
S004-WAT-03,T17,S004,4959.907468222591,饮用水,7200.0,,10.0,0.0
S005-FOD-01,T21,S005,7050.696076726346,应急食品,14400.0,,6.0,0.0
S005-HYG-01,T21,S005,7050.696076726346,生活卫生用品,18000.0,,4.0,0.0
S005-MED-01,T21,S005,7050.696076726346,医疗物资,10800.0,10800.0,16.0,0.0
S005-WAT-01,T21,S005,7050.696076726346,饮用水,10800.0,10800.0,8.0,0.0
S005-WAT-02,T21,S005,7050.696076726346,饮用水,10800.0,,8.0,0.0
S005-WAT-03,T21,S005,7050.696076726346,饮用水,10800.0,,8.0,0.0
S006-FOD-01,T10,S006,2703.5910112929637,应急食品,7200.0,,10.0,0.0
S006-HYG-01,T10,S006,2703.5910112929637,生活卫生用品,10800.0,,8.0,0.0
S006-MED-01,T10,S006,2703.5910112929637,医疗物资,3600.0,3600.0,24.0,0.0
S006-WAT-01,T10,S006,2703.5910112929637,饮用水,3600.0,3600.0,12.0,0.0
S006-WAT-02,T10,S006,2703.5910112929637,饮用水,3600.0,,12.0,0.0
S006-WAT-03,T10,S006,2703.5910112929637,饮用水,3600.0,,12.0,0.0
S007-FOD-01,T19,S007,3145.09002417633,应急食品,7200.0,,10.0,0.0
S007-HYG-01,T20,S007,6092.045361258345,生活卫生用品,10800.0,,8.0,0.0
S007-MED-01,T06,S007,1141.352042253366,医疗物资,3600.0,3600.0,24.0,0.0
S007-WAT-01,T19,S007,3145.09002417633,饮用水,3600.0,3600.0,12.0,0.0
S007-WAT-02,T06,S007,1141.352042253366,饮用水,3600.0,,12.0,0.0
S008-FOD-01,T16,S008,6271.830443779063,应急食品,10800.0,,8.0,0.0
S008-HYG-01,T14,S008,4309.99900812273,生活卫生用品,14400.0,,6.0,0.0
S008-MED-01,T16,S008,6271.830443779063,医疗物资,7200.0,7200.0,20.0,0.0
S008-WAT-01,T14,S008,4309.99900812273,饮用水,7200.0,7200.0,10.0,0.0
S008-WAT-02,T16,S008,6271.830443779063,饮用水,7200.0,,10.0,0.0
S009-FOD-01,T18,S009,6495.179688724839,应急食品,14400.0,,6.0,0.0
