架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,返航SOC,电池充满时刻_s,总质量_kg,总体积_m3,货箱编号列表
T01,U01,A,A-B1,0.0,S001,1250.899502,1.282346,0.715034,2121.355027,22.0,0.055,"S001-WAT-01,S001-FOD-02"
T02,U02,A,A-B2,0.0,S007-S001,2258.297322,2.533625,0.436972,3490.233455,12.0,0.059000000000000004,"S007-MED-01,S007-HYG-01,S001-MED-01"
T03,U03,A,A-B3,0.0,S012,2109.090074,3.058457,0.320343,3492.644436,22.0,0.055,"S012-WAT-01,S012-FOD-01"
T04,U07,C,C-B1,0.0,S006,1561.553868,2.597988,0.675252,3098.508915,59.0,0.156,"S006-WAT-02,S006-MED-01,S006-HYG-01,S006-WAT-03,S006-FOD-01,S006-WAT-01"
T05,U08,C,C-B2,0.0,S001,1560.169077,2.917582,0.635302,3183.680952,76.0,0.20600000000000002,"S001-HYG-02,S001-WAT-03,S001-WAT-02,S001-FOD-03,S001-WAT-07,S001-HYG-01,S001-WAT-08"
T06,U08,C,C-B3,1560.169077,S002,3667.981462,5.853072,0.268366,6086.521712,59.0,0.156,"S002-HYG-01,S002-WAT-01,S002-MED-01,S002-WAT-03,S002-FOD-01,S002-WAT-02"
T07,U04,A,A-B4,0.0,S001-S012,2430.84813,2.978878,0.338027,3791.412831,20.0,0.051000000000000004,"S001-WAT-06,S001-MED-02,S012-MED-01"
T08,U01,A,A-B5,1250.899502,S002,3254.637484,3.018691,0.32918,4626.703754,22.0,0.055,"S002-FOD-02,S002-WAT-04"
T09,U05,B,B-B1,0.0,S014,1869.756416,2.140388,0.464903,3463.924759,25.0,0.067,"S014-MED-01,S014-FOD-01,S014-WAT-01"
T10,U03,A,A-B6,2109.090074,S007,3776.514158,1.872548,0.583878,4817.47254,14.0,0.027,S007-WAT-02
T11,U06,B,B-B2,0.0,S013,1510.472325,1.824759,0.54381,2967.86801,25.0,0.067,"S013-MED-01,S013-WAT-01,S013-FOD-01"
T12,U07,C,C-B4,1561.553868,S001-S004,4216.043616,6.184473,0.226941,6724.338349,73.0,0.183,"S001-WAT-04,S001-FOD-01,S001-WAT-05,S004-WAT-01,S004-HYG-01,S004-WAT-03,S004-MED-01"
T13,U02,A,A-B1,2258.297322,S007,3985.721407,1.970922,0.562017,5055.098987,22.0,0.055,"S007-WAT-01,S007-FOD-01"
T14,U06,B,B-B3,1510.472325,S010,3065.851891,1.823196,0.544201,4522.570027,25.0,0.067,"S010-MED-01,S010-FOD-01,S010-WAT-01"
T15,U01,A,A-B2,3490.233455,S004,5669.03364,3.19112,0.290862,7090.912881,22.0,0.055,"S004-FOD-01,S004-WAT-02"
T16,U05,B,B-B4,1869.756416,S008,3771.587852,2.763441,0.30914,5635.745729,20.0,0.062,"S008-HYG-01,S008-WAT-01"
T17,U06,B,B-B2,3065.851891,S011,4254.272363,1.073952,0.731512,5386.318128,25.0,0.067,"S011-WAT-01,S011-MED-01,S011-FOD-01"
T18,U08,C,C-B1,3667.981462,S003,6104.072812,6.149478,0.231315,8602.889782,64.0,0.17200000000000001,"S003-WAT-02,S003-HYG-01,S003-WAT-01,S003-FOD-02,S003-WAT-03,S003-FOD-01"
T19,U04,A,A-B3,3492.644436,S003-S015,6095.976853,3.297219,0.267285,7548.506746,20.0,0.051000000000000004,"S003-MED-01,S003-WAT-04,S015-MED-01"
T20,U05,B,B-B1,3771.587852,S008,5733.419288,2.975217,0.256196,7689.346449,25.0,0.067,"S008-MED-01,S008-FOD-01,S008-WAT-02"
T21,U07,C,C-B2,4216.043616,S005,6093.23414,4.222193,0.472226,8070.07804,59.0,0.156,"S005-HYG-01,S005-WAT-02,S005-MED-01,S005-WAT-01,S005-FOD-01,S005-WAT-03"
T22,U06,B,B-B3,4522.570027,S009,6081.01176,2.096234,0.475942,7656.046378,25.0,0.067,"S009-MED-01,S009-FOD-01,S009-WAT-01"
T23,U03,A,A-B4,3791.412831,S015,5760.002234,2.557694,0.431623,6998.891748,22.0,0.055,"S015-FOD-01,S015-WAT-01"
