货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S001-FOD-01,T06,S001,1248.269539,应急食品,7200.0,,0.0
S001-FOD-02,T03,S001,908.573084,应急食品,7200.0,,0.0
S001-FOD-03,T06,S001,1248.269539,应急食品,7200.0,,0.0
S001-HYG-01,T09,S001,2730.438616,生活卫生用品,10800.0,,0.0
S001-HYG-02,T06,S001,1248.269539,生活卫生用品,10800.0,,0.0
S001-MED-01,T09,S001,2730.438616,医疗物资,3600.0,3600.0,0.0
S001-MED-02,T12,S001,2189.472586,医疗物资,3600.0,3600.0,0.0
S001-WAT-01,T09,S001,2730.438616,饮用水,3600.0,3600.0,0.0
S001-WAT-02,T06,S001,1248.269539,饮用水,3600.0,,0.0
S001-WAT-03,T06,S001,1248.269539,饮用水,3600.0,,0.0
S001-WAT-04,T03,S001,908.573084,饮用水,3600.0,,0.0
S001-WAT-05,T06,S001,1248.269539,饮用水,3600.0,,0.0
S001-WAT-06,T09,S001,2730.438616,饮用水,3600.0,,0.0
S001-WAT-07,T12,S001,2189.472586,饮用水,3600.0,,0.0
S001-WAT-08,T06,S001,1248.269539,饮用水,3600.0,,0.0
S002-FOD-01,T15,S002,3048.87006,应急食品,7200.0,,0.0
S002-FOD-02,T16,S002,3405.164018,应急食品,7200.0,,0.0
S002-HYG-01,T15,S002,3048.87006,生活卫生用品,10800.0,,0.0
S002-MED-01,T15,S002,3048.87006,医疗物资,3600.0,3600.0,0.0
S002-WAT-01,T16,S002,3405.164018,饮用水,3600.0,3600.0,0.0
S002-WAT-02,T15,S002,3048.87006,饮用水,3600.0,,0.0
S002-WAT-03,T15,S002,3048.87006,饮用水,3600.0,,0.0
S002-WAT-04,T15,S002,3048.87006,饮用水,3600.0,,0.0
S003-FOD-01,T17,S003,4117.670439,应急食品,10800.0,,0.0
S003-FOD-02,T18,S003,5314.871928,应急食品,10800.0,,0.0
S003-HYG-01,T18,S003,5314.871928,生活卫生用品,14400.0,,0.0
S003-MED-01,T18,S003,5314.871928,医疗物资,7200.0,7200.0,0.0
S003-WAT-01,T17,S003,4117.670439,饮用水,7200.0,7200.0,0.0
S003-WAT-02,T18,S003,5314.871928,饮用水,7200.0,,0.0
S003-WAT-03,T18,S003,5314.871928,饮用水,7200.0,,0.0
S003-WAT-04,T18,S003,5314.871928,饮用水,7200.0,,0.0
S004-FOD-01,T19,S004,4863.691196,应急食品,10800.0,,0.0
S004-HYG-01,T09,S004,3563.100479,生活卫生用品,14400.0,,0.0
S004-MED-01,T09,S004,3563.100479,医疗物资,7200.0,7200.0,0.0
S004-WAT-01,T09,S004,3563.100479,饮用水,7200.0,7200.0,0.0
S004-WAT-02,T09,S004,3563.100479,饮用水,7200.0,,0.0
S004-WAT-03,T19,S004,4863.691196,饮用水,7200.0,,0.0
S005-FOD-01,T23,S005,5653.889087,应急食品,14400.0,,0.0
S005-HYG-01,T23,S005,5653.889087,生活卫生用品,18000.0,,0.0
S005-MED-01,T23,S005,5653.889087,医疗物资,10800.0,10800.0,0.0
S005-WAT-01,T23,S005,5653.889087,饮用水,10800.0,10800.0,0.0
S005-WAT-02,T23,S005,5653.889087,饮用水,10800.0,,0.0
S005-WAT-03,T23,S005,5653.889087,饮用水,10800.0,,0.0
S006-FOD-01,T07,S006,1209.421934,应急食品,7200.0,,0.0
S006-HYG-01,T07,S006,1209.421934,生活卫生用品,10800.0,,0.0
S006-MED-01,T07,S006,1209.421934,医疗物资,3600.0,3600.0,0.0
S006-WAT-01,T07,S006,1209.421934,饮用水,3600.0,3600.0,0.0
S006-WAT-02,T07,S006,1209.421934,饮用水,3600.0,,0.0
S006-WAT-03,T07,S006,1209.421934,饮用水,3600.0,,0.0
S007-FOD-01,T14,S007,2808.776127,应急食品,7200.0,,0.0
S007-HYG-01,T01,S007,1171.352042,生活卫生用品,10800.0,,0.0
S007-MED-01,T01,S007,1171.352042,医疗物资,3600.0,3600.0,0.0
S007-WAT-01,T14,S007,2808.776127,饮用水,3600.0,3600.0,0.0
S007-WAT-02,T04,S007,1081.352042,饮用水,3600.0,,0.0
S008-FOD-01,T05,S008,1291.142384,应急食品,10800.0,,0.0
S008-HYG-01,T20,S008,5148.900982,生活卫生用品,14400.0,,0.0
S008-MED-01,T05,S008,1291.142384,医疗物资,7200.0,7200.0,0.0
S008-WAT-01,T05,S008,1291.142384,饮用水,7200.0,7200.0,0.0
S008-WAT-02,T20,S008,5148.900982,饮用水,7200.0,,0.0
S009-FOD-01,T13,S009,4156.662757,应急食品,14400.0,,0.0
S009-MED-01,T13,S009,4156.662757,医疗物资,10800.0,10800.0,0.0
S009-WAT-01,T13,S009,4156.662757,饮用水,10800.0,10800.0,0.0
S010-FOD-01,T08,S010,1085.22645,应急食品,7200.0,,0.0
S010-MED-01,T08,S010,1085.22645,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T08,S010,1085.22645,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T22,S011,5530.690527,应急食品,14400.0,,0.0
S011-MED-01,T22,S011,5530.690527,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T22,S011,5530.690527,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T02,S012,1334.475037,应急食品,7200.0,,0.0
S012-MED-01,T12,S012,2907.132595,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T02,S012,1334.475037,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T10,S013,2618.149062,应急食品,7200.0,,0.0
S013-MED-01,T10,S013,2618.149062,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T10,S013,2618.149062,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T11,S014,3204.26631,应急食品,7200.0,,0.0
S014-MED-01,T11,S014,3204.26631,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T11,S014,3204.26631,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T21,S015,4939.482333,应急食品,14400.0,,0.0
S015-MED-01,T01,S015,1599.138684,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T21,S015,4939.482333,饮用水,10800.0,10800.0,0.0
